Year,NOC,Squad_Size,NOC_Events_Entered,Sport_Diversity,Total,Lagged_Total_Medals,Historical_Total,Is_First_Time_Candidate,Global_Total_Events,Global_Nations_Count,Share_of_Entries,Expected_Share,RCA_Macro,Specialization_Index,Is_Host,Lagged_Squad_Size,Lagged_NOC_Events_Entered,Lagged_Sport_Diversity,Lagged_Global_Total_Events,Lagged_Global_Nations_Count,Lagged_Share_of_Entries,Lagged_Expected_Share,Lagged_RCA_Macro,Lagged_Specialization_Index
2024,SLE,4,4,3,0,0.0,0.0,1,738.0,204,0.0006277463904582549,0.004901960784313725,0.128060263653484,1.3333333333333333,0,4.0,4.0,3.0,761.0,205.0,0.0005830053927998834,0.004878048780487805,0.1195161055239761,1.3333333333333333
1992,SLO,35,34,12,2,,0.0,1,573.0,168,0.005421782809759209,0.005952380952380952,0.9108595120395472,2.8333333333333335,0,,,,,,,,,
1996,SLO,37,34,8,2,2.0,2.0,0,604.0,197,0.005019932083271814,0.005076142131979695,0.9889266204045475,4.25,0,35.0,34.0,12.0,573.0,168.0,0.005421782809759209,0.005952380952380952,0.9108595120395472,2.8333333333333335
2000,SLO,74,53,13,2,2.0,4.0,0,667.0,199,0.00754985754985755,0.005025125628140704,1.5024216524216525,4.076923076923077,0,37.0,34.0,8.0,604.0,197.0,0.005019932083271814,0.005076142131979695,0.9889266204045475,4.25
2004,SLO,79,66,10,4,2.0,6.0,0,669.0,201,0.009619588981198076,0.004975124378109453,1.9335373852208133,6.6,0,74.0,53.0,13.0,667.0,199.0,0.00754985754985755,0.005025125628140704,1.5024216524216525,4.076923076923077
2008,SLO,61,60,11,5,4.0,10.0,0,673.0,204,0.00847816871555744,0.004901960784313725,1.7295464179737177,5.454545454545454,0,79.0,66.0,10.0,669.0,201.0,0.009619588981198076,0.004975124378109453,1.9335373852208133,6.6
2012,SLO,65,68,15,4,5.0,15.0,0,670.0,204,0.009721229449606862,0.004901960784313725,1.9831308077197998,4.533333333333333,0,61.0,60.0,11.0,673.0,204.0,0.00847816871555744,0.004901960784313725,1.7295464179737177,5.454545454545454
2016,SLO,63,45,12,4,4.0,19.0,0,682.0,205,0.006338920974785181,0.004878048780487805,1.299478799830962,3.75,0,65.0,68.0,15.0,670.0,204.0,0.009721229449606862,0.004901960784313725,1.9831308077197998,4.533333333333333
2020,SLO,53,43,17,5,4.0,23.0,0,761.0,205,0.006267307972598747,0.004878048780487805,1.284798134382743,2.5294117647058822,0,63.0,45.0,12.0,682.0,205.0,0.006338920974785181,0.004878048780487805,1.299478799830962,3.75
2024,SLO,94,54,17,3,5.0,28.0,0,738.0,204,0.00847457627118644,0.004901960784313725,1.728813559322034,3.176470588235294,0,53.0,43.0,17.0,761.0,205.0,0.006267307972598747,0.004878048780487805,1.284798134382743,2.5294117647058822
1960,SMR,9,5,3,0,,0.0,1,340.0,84,0.001485001485001485,0.011904761904761904,0.12474012474012475,1.6666666666666667,0,,,,,,,,,
1968,SMR,4,2,2,0,0.0,0.0,1,386.0,112,0.0005428881650380022,0.008928571428571428,0.06080347448425625,1.0,0,9.0,5.0,3.0,340.0,84.0,0.001485001485001485,0.011904761904761904,0.12474012474012475,1.6666666666666667
1972,SMR,7,4,2,0,0.0,0.0,1,439.0,121,0.000906823849467241,0.008264462809917356,0.10972568578553615,2.0,0,4.0,2.0,2.0,386.0,112.0,0.0005428881650380022,0.008928571428571428,0.06080347448425625,1.0
1976,SMR,10,7,3,0,0.0,0.0,1,444.0,92,0.001863684771033014,0.010869565217391304,0.17145899893503727,2.3333333333333335,0,7.0,4.0,2.0,439.0,121.0,0.000906823849467241,0.008264462809917356,0.10972568578553615,2.0
1980,SMR,16,10,5,0,0.0,0.0,1,454.0,80,0.0031318509238960224,0.0125,0.25054807391168177,2.0,0,10.0,7.0,3.0,444.0,92.0,0.001863684771033014,0.010869565217391304,0.17145899893503727,2.3333333333333335
1984,SMR,19,26,7,0,0.0,0.0,1,492.0,140,0.005786779434676163,0.007142857142857143,0.8101491208546628,3.7142857142857144,0,16.0,10.0,5.0,454.0,80.0,0.0031318509238960224,0.0125,0.25054807391168177,2.0
1988,SMR,11,12,6,0,0.0,0.0,1,528.0,159,0.0020793623288858083,0.006289308176100629,0.3306186102928435,2.0,0,19.0,26.0,7.0,492.0,140.0,0.005786779434676163,0.007142857142857143,0.8101491208546628,3.7142857142857144
1992,SMR,17,15,7,0,0.0,0.0,1,573.0,168,0.0023919630043055333,0.005952380952380952,0.4018497847233296,2.142857142857143,0,11.0,12.0,6.0,528.0,159.0,0.0020793623288858083,0.006289308176100629,0.3306186102928435,2.0
1996,SMR,7,7,6,0,0.0,0.0,1,604.0,197,0.001033515428908903,0.005076142131979695,0.2036025394950539,1.1666666666666667,0,17.0,15.0,7.0,573.0,168.0,0.0023919630043055333,0.005952380952380952,0.4018497847233296,2.142857142857143
2000,SMR,4,4,3,0,0.0,0.0,1,667.0,199,0.0005698005698005698,0.005025125628140704,0.11339031339031339,1.3333333333333333,0,7.0,7.0,6.0,604.0,197.0,0.001033515428908903,0.005076142131979695,0.2036025394950539,1.1666666666666667
2004,SMR,5,5,3,0,0.0,0.0,1,669.0,201,0.0007287567409998542,0.004975124378109453,0.14648010494097072,1.6666666666666667,0,4.0,4.0,3.0,667.0,199.0,0.0005698005698005698,0.005025125628140704,0.11339031339031339,1.3333333333333333
2008,SMR,4,4,3,0,0.0,0.0,1,673.0,204,0.0005652112477038293,0.004901960784313725,0.11530309453158118,1.3333333333333333,0,5.0,5.0,3.0,669.0,201.0,0.0007287567409998542,0.004975124378109453,0.14648010494097072,1.6666666666666667
2012,SMR,4,4,4,0,0.0,0.0,1,670.0,204,0.0005718370264474624,0.004901960784313725,0.11665475339528233,1.0,0,4.0,4.0,3.0,673.0,204.0,0.0005652112477038293,0.004901960784313725,0.11530309453158118,1.3333333333333333
2016,SMR,4,3,2,0,0.0,0.0,1,682.0,205,0.0004225947316523454,0.004878048780487805,0.08663191998873081,1.5,0,4.0,4.0,4.0,670.0,204.0,0.0005718370264474624,0.004901960784313725,0.11665475339528233,1.0
2020,SMR,5,7,4,3,0.0,0.0,1,761.0,205,0.001020259437399796,0.004878048780487805,0.20915318466695818,1.75,0,4.0,3.0,2.0,682.0,205.0,0.0004225947316523454,0.004878048780487805,0.08663191998873081,1.5
2024,SMR,5,5,5,0,3.0,3.0,0,738.0,204,0.0007846829880728185,0.004901960784313725,0.160075329566855,1.0,0,5.0,7.0,4.0,761.0,205.0,0.001020259437399796,0.004878048780487805,0.20915318466695818,1.75
1984,SOL,3,3,2,0,,0.0,1,492.0,140,0.0006677053193857111,0.007142857142857143,0.09347874471399956,1.5,0,,,,,,,,,
1988,SOL,4,5,4,0,0.0,0.0,1,528.0,159,0.0008664009703690869,0.006289308176100629,0.1377577542886848,1.25,0,3.0,3.0,2.0,492.0,140.0,0.0006677053193857111,0.007142857142857143,0.09347874471399956,1.5
1992,SOL,1,1,1,0,0.0,0.0,1,573.0,168,0.00015946420028703555,0.005952380952380952,0.026789985648221975,1.0,0,4.0,5.0,4.0,528.0,159.0,0.0008664009703690869,0.006289308176100629,0.1377577542886848,1.25
1996,SOL,4,4,2,0,0.0,0.0,1,604.0,197,0.0005905802450908018,0.005076142131979695,0.11634430828288796,2.0,0,1.0,1.0,1.0,573.0,168.0,0.00015946420028703555,0.005952380952380952,0.026789985648221975,1.0
2000,SOL,2,2,1,0,0.0,0.0,1,667.0,199,0.0002849002849002849,0.005025125628140704,0.05669515669515669,2.0,0,4.0,4.0,2.0,604.0,197.0,0.0005905802450908018,0.005076142131979695,0.11634430828288796,2.0
2004,SOL,2,2,1,0,0.0,0.0,1,669.0,201,0.0002915026963999417,0.004975124378109453,0.05859204197638828,2.0,0,2.0,2.0,1.0,667.0,199.0,0.0002849002849002849,0.005025125628140704,0.05669515669515669,2.0
2008,SOL,3,3,2,0,0.0,0.0,1,673.0,204,0.000423908435777872,0.004901960784313725,0.08647732089868589,1.5,0,2.0,2.0,1.0,669.0,201.0,0.0002915026963999417,0.004975124378109453,0.05859204197638828,2.0
2012,SOL,4,4,3,0,0.0,0.0,1,670.0,204,0.0005718370264474624,0.004901960784313725,0.11665475339528233,1.3333333333333333,0,3.0,3.0,2.0,673.0,204.0,0.000423908435777872,0.004901960784313725,0.08647732089868589,1.5
2016,SOL,3,3,2,0,0.0,0.0,1,682.0,205,0.0004225947316523454,0.004878048780487805,0.08663191998873081,1.5,0,4.0,4.0,3.0,670.0,204.0,0.0005718370264474624,0.004901960784313725,0.11665475339528233,1.3333333333333333
2020,SOL,3,3,3,0,0.0,0.0,1,761.0,205,0.00043725404459991256,0.004878048780487805,0.08963707914298208,1.0,0,3.0,3.0,2.0,682.0,205.0,0.0004225947316523454,0.004878048780487805,0.08663191998873081,1.5
2024,SOL,2,2,2,0,0.0,0.0,1,738.0,204,0.00031387319522912746,0.004901960784313725,0.064030131826742,1.0,0,3.0,3.0,3.0,761.0,205.0,0.00043725404459991256,0.004878048780487805,0.08963707914298208,1.0
1972,SOM,3,4,1,0,,0.0,1,439.0,121,0.000906823849467241,0.008264462809917356,0.10972568578553615,4.0,0,,,,,,,,,
1984,SOM,7,6,1,0,0.0,0.0,1,492.0,140,0.0013354106387714222,0.007142857142857143,0.1869574894279991,6.0,0,3.0,4.0,1.0,439.0,121.0,0.000906823849467241,0.008264462809917356,0.10972568578553615,4.0
1988,SOM,5,4,1,0,0.0,0.0,1,528.0,159,0.0006931207762952695,0.006289308176100629,0.11020620343094784,4.0,0,7.0,6.0,1.0,492.0,140.0,0.0013354106387714222,0.007142857142857143,0.1869574894279991,6.0
1996,SOM,4,4,1,0,0.0,0.0,1,604.0,197,0.0005905802450908018,0.005076142131979695,0.11634430828288796,4.0,0,5.0,4.0,1.0,528.0,159.0,0.0006931207762952695,0.006289308176100629,0.11020620343094784,4.0
2000,SOM,2,2,1,0,0.0,0.0,1,667.0,199,0.0002849002849002849,0.005025125628140704,0.05669515669515669,2.0,0,4.0,4.0,1.0,604.0,197.0,0.0005905802450908018,0.005076142131979695,0.11634430828288796,4.0
2004,SOM,2,2,1,0,0.0,0.0,1,669.0,201,0.0002915026963999417,0.004975124378109453,0.05859204197638828,2.0,0,2.0,2.0,1.0,667.0,199.0,0.0002849002849002849,0.005025125628140704,0.05669515669515669,2.0
2008,SOM,2,2,1,0,0.0,0.0,1,673.0,204,0.00028260562385191464,0.004901960784313725,0.05765154726579059,2.0,0,2.0,2.0,1.0,669.0,201.0,0.0002915026963999417,0.004975124378109453,0.05859204197638828,2.0
2012,SOM,2,2,1,0,0.0,0.0,1,670.0,204,0.0002859185132237312,0.004901960784313725,0.05832737669764117,2.0,0,2.0,2.0,1.0,673.0,204.0,0.00028260562385191464,0.004901960784313725,0.05765154726579059,2.0
2016,SOM,2,2,1,0,0.0,0.0,1,682.0,205,0.0002817298211015636,0.004878048780487805,0.05775461332582054,2.0,0,2.0,2.0,1.0,670.0,204.0,0.0002859185132237312,0.004901960784313725,0.05832737669764117,2.0
2020,SOM,2,2,2,0,0.0,0.0,1,761.0,205,0.0002915026963999417,0.004878048780487805,0.05975805276198805,1.0,0,2.0,2.0,1.0,682.0,205.0,0.0002817298211015636,0.004878048780487805,0.05775461332582054,2.0
2024,SOM,1,1,1,0,0.0,0.0,1,738.0,204,0.00015693659761456373,0.004901960784313725,0.032015065913371,1.0,0,2.0,2.0,2.0,761.0,205.0,0.0002915026963999417,0.004878048780487805,0.05975805276198805,1.0
1912,SRB,2,2,1,0,,0.0,1,236.0,27,0.0022002200220022,0.037037037037037035,0.0594059405940594,2.0,0,,,,,,,,,
2008,SRB,87,42,11,3,0.0,0.0,1,673.0,204,0.005934718100890208,0.004901960784313725,1.2106824925816024,3.8181818181818183,0,2.0,2.0,1.0,236.0,27.0,0.0022002200220022,0.037037037037037035,0.0594059405940594,2.0
2012,SRB,116,55,15,4,3.0,3.0,0,670.0,204,0.007862759113652609,0.004901960784313725,1.604002859185132,3.6666666666666665,0,87.0,42.0,11.0,673.0,204.0,0.005934718100890208,0.004901960784313725,1.2106824925816024,3.8181818181818183
2016,SRB,103,56,14,8,4.0,7.0,0,682.0,205,0.00788843499084378,0.004878048780487805,1.6171291731229749,4.0,0,116.0,55.0,15.0,670.0,204.0,0.007862759113652609,0.004901960784313725,1.604002859185132,3.6666666666666665
2020,SRB,87,47,16,9,8.0,15.0,0,761.0,205,0.00685031336539863,0.004878048780487805,1.4043142399067192,2.9375,0,103.0,56.0,14.0,682.0,205.0,0.00788843499084378,0.004878048780487805,1.6171291731229749,4.0
2024,SRB,114,47,16,5,9.0,24.0,0,738.0,204,0.0073760200878844944,0.004901960784313725,1.5047080979284368,2.9375,0,87.0,47.0,16.0,761.0,205.0,0.00685031336539863,0.004878048780487805,1.4043142399067192,2.9375
1948,SRI,7,9,2,0,,0.0,1,312.0,59,0.004070556309362279,0.01694915254237288,0.24016282225237448,4.5,0,,,,,,,,,
1952,SRI,5,7,4,0,0.0,0.0,1,338.0,69,0.0023553162853297443,0.014492753623188406,0.16251682368775236,1.75,0,7.0,9.0,2.0,312.0,59.0,0.004070556309362279,0.01694915254237288,0.24016282225237448,4.5
1956,SRI,3,3,2,0,0.0,0.0,1,342.0,72,0.0013818516812528789,0.013888888888888888,0.09949332105020729,1.5,0,5.0,7.0,4.0,338.0,69.0,0.0023553162853297443,0.014492753623188406,0.16251682368775236,1.75
1960,SRI,5,5,4,0,0.0,0.0,1,340.0,84,0.001485001485001485,0.011904761904761904,0.12474012474012475,1.25,0,3.0,3.0,2.0,342.0,72.0,0.0013818516812528789,0.013888888888888888,0.09949332105020729,1.5
1964,SRI,6,6,4,0,0.0,0.0,1,370.0,93,0.0018570102135561746,0.010752688172043012,0.1727019498607242,1.5,0,5.0,5.0,4.0,340.0,84.0,0.001485001485001485,0.011904761904761904,0.12474012474012475,1.25
1968,SRI,3,3,3,0,0.0,0.0,1,386.0,112,0.0008143322475570033,0.008928571428571428,0.09120521172638438,1.0,0,6.0,6.0,4.0,370.0,93.0,0.0018570102135561746,0.010752688172043012,0.1727019498607242,1.5
1972,SRI,4,6,2,0,0.0,0.0,1,439.0,121,0.0013602357742008614,0.008264462809917356,0.16458852867830423,3.0,0,3.0,3.0,3.0,386.0,112.0,0.0008143322475570033,0.008928571428571428,0.09120521172638438,1.0
1980,SRI,4,1,1,0,0.0,0.0,1,454.0,80,0.00031318509238960227,0.0125,0.02505480739116818,1.0,0,4.0,6.0,2.0,439.0,121.0,0.0013602357742008614,0.008264462809917356,0.16458852867830423,3.0
1984,SRI,4,5,3,0,0.0,0.0,1,492.0,140,0.001112842198976185,0.007142857142857143,0.15579790785666592,1.6666666666666667,0,4.0,1.0,1.0,454.0,80.0,0.00031318509238960227,0.0125,0.02505480739116818,1.0
1988,SRI,6,9,3,0,0.0,0.0,1,528.0,159,0.0015595217466643563,0.006289308176100629,0.24796395771963264,3.0,0,4.0,5.0,3.0,492.0,140.0,0.001112842198976185,0.007142857142857143,0.15579790785666592,1.6666666666666667
1992,SRI,11,16,5,0,0.0,0.0,1,573.0,168,0.002551427204592569,0.005952380952380952,0.4286397703715516,3.2,0,6.0,9.0,3.0,528.0,159.0,0.0015595217466643563,0.006289308176100629,0.24796395771963264,3.0
1996,SRI,9,9,3,0,0.0,0.0,1,604.0,197,0.0013288055514543038,0.005076142131979695,0.26177469363649786,3.0,0,11.0,16.0,5.0,573.0,168.0,0.002551427204592569,0.005952380952380952,0.4286397703715516,3.2
2000,SRI,18,16,4,1,0.0,0.0,1,667.0,199,0.002279202279202279,0.005025125628140704,0.45356125356125354,4.0,0,9.0,9.0,3.0,604.0,197.0,0.0013288055514543038,0.005076142131979695,0.26177469363649786,3.0
2004,SRI,7,8,3,0,1.0,1.0,0,669.0,201,0.0011660107855997668,0.004975124378109453,0.23436816790555312,2.6666666666666665,0,18.0,16.0,4.0,667.0,199.0,0.002279202279202279,0.005025125628140704,0.45356125356125354,4.0
2008,SRI,8,9,6,0,0.0,1.0,0,673.0,204,0.001271725307333616,0.004901960784313725,0.25943196269605767,1.5,0,7.0,8.0,3.0,669.0,201.0,0.0011660107855997668,0.004975124378109453,0.23436816790555312,2.6666666666666665
2012,SRI,7,8,4,0,0.0,1.0,0,670.0,204,0.0011436740528949249,0.004901960784313725,0.23330950679056467,2.0,0,8.0,9.0,6.0,673.0,204.0,0.001271725307333616,0.004901960784313725,0.25943196269605767,1.5
2016,SRI,9,10,6,0,0.0,1.0,0,682.0,205,0.001408649105507818,0.004878048780487805,0.2887730666291027,1.6666666666666667,0,7.0,8.0,4.0,670.0,204.0,0.0011436740528949249,0.004901960784313725,0.23330950679056467,2.0
2020,SRI,9,13,7,0,0.0,1.0,0,761.0,205,0.001894767526599621,0.004878048780487805,0.3884273429529223,1.8571428571428572,0,9.0,10.0,6.0,682.0,205.0,0.001408649105507818,0.004878048780487805,0.2887730666291027,1.6666666666666667
2024,SRI,6,6,3,0,0.0,1.0,0,738.0,204,0.0009416195856873823,0.004901960784313725,0.192090395480226,2.0,0,9.0,13.0,7.0,761.0,205.0,0.001894767526599621,0.004878048780487805,0.3884273429529223,1.8571428571428572
2016,SSD,3,3,1,0,,0.0,1,682.0,205,0.0004225947316523454,0.004878048780487805,0.08663191998873081,3.0,0,,,,,,,,,
2020,SSD,2,2,1,0,0.0,0.0,1,761.0,205,0.0002915026963999417,0.004878048780487805,0.05975805276198805,2.0,0,3.0,3.0,1.0,682.0,205.0,0.0004225947316523454,0.004878048780487805,0.08663191998873081,3.0
2024,SSD,14,3,2,0,0.0,0.0,1,738.0,204,0.00047080979284369113,0.004901960784313725,0.096045197740113,1.5,0,2.0,2.0,1.0,761.0,205.0,0.0002915026963999417,0.004878048780487805,0.05975805276198805,2.0
1996,STP,2,2,1,0,,0.0,1,604.0,197,0.0002952901225454009,0.005076142131979695,0.05817215414144398,2.0,0,,,,,,,,,
2000,STP,2,2,1,0,0.0,0.0,1,667.0,199,0.0002849002849002849,0.005025125628140704,0.05669515669515669,2.0,0,2.0,2.0,1.0,604.0,197.0,0.0002952901225454009,0.005076142131979695,0.05817215414144398,2.0
2004,STP,2,2,1,0,0.0,0.0,1,669.0,201,0.0002915026963999417,0.004975124378109453,0.05859204197638828,2.0,0,2.0,2.0,1.0,667.0,199.0,0.0002849002849002849,0.005025125628140704,0.05669515669515669,2.0
2008,STP,3,4,2,0,0.0,0.0,1,673.0,204,0.0005652112477038293,0.004901960784313725,0.11530309453158118,2.0,0,2.0,2.0,1.0,669.0,201.0,0.0002915026963999417,0.004975124378109453,0.05859204197638828,2.0
2012,STP,2,2,1,0,0.0,0.0,1,670.0,204,0.0002859185132237312,0.004901960784313725,0.05832737669764117,2.0,0,3.0,4.0,2.0,673.0,204.0,0.0005652112477038293,0.004901960784313725,0.11530309453158118,2.0
2016,STP,3,3,2,0,0.0,0.0,1,682.0,205,0.0004225947316523454,0.004878048780487805,0.08663191998873081,1.5,0,2.0,2.0,1.0,670.0,204.0,0.0002859185132237312,0.004901960784313725,0.05832737669764117,2.0
2020,STP,3,3,2,0,0.0,0.0,1,761.0,205,0.00043725404459991256,0.004878048780487805,0.08963707914298208,1.5,0,3.0,3.0,2.0,682.0,205.0,0.0004225947316523454,0.004878048780487805,0.08663191998873081,1.5
2024,STP,3,3,3,0,0.0,0.0,1,738.0,204,0.00047080979284369113,0.004901960784313725,0.096045197740113,1.0,0,3.0,3.0,2.0,761.0,205.0,0.00043725404459991256,0.004878048780487805,0.08963707914298208,1.5
1960,SUD,10,10,4,0,,0.0,1,340.0,84,0.00297000297000297,0.011904761904761904,0.2494802494802495,2.5,0,,,,,,,,,
1968,SUD,5,7,2,0,0.0,0.0,1,386.0,112,0.0019001085776330076,0.008928571428571428,0.21281216069489686,3.5,0,10.0,10.0,4.0,340.0,84.0,0.00297000297000297,0.011904761904761904,0.2494802494802495,2.5
1972,SUD,26,15,4,0,0.0,0.0,1,439.0,121,0.0034005894355021537,0.008264462809917356,0.4114713216957606,3.75,0,5.0,7.0,2.0,386.0,112.0,0.0019001085776330076,0.008928571428571428,0.21281216069489686,3.5
1984,SUD,7,9,2,0,0.0,0.0,1,492.0,140,0.0020031159581571333,0.007142857142857143,0.28043623414199864,4.5,0,26.0,15.0,4.0,439.0,121.0,0.0034005894355021537,0.008264462809917356,0.4114713216957606,3.75
1988,SUD,8,8,2,0,0.0,0.0,1,528.0,159,0.001386241552590539,0.006289308176100629,0.22041240686189567,4.0,0,7.0,9.0,2.0,492.0,140.0,0.0020031159581571333,0.007142857142857143,0.28043623414199864,4.5
1992,SUD,6,7,3,0,0.0,0.0,1,573.0,168,0.001116249402009249,0.005952380952380952,0.18752989953755383,2.3333333333333335,0,8.0,8.0,2.0,528.0,159.0,0.001386241552590539,0.006289308176100629,0.22041240686189567,4.0
1996,SUD,4,4,2,0,0.0,0.0,1,604.0,197,0.0005905802450908018,0.005076142131979695,0.11634430828288796,2.0,0,6.0,7.0,3.0,573.0,168.0,0.001116249402009249,0.005952380952380952,0.18752989953755383,2.3333333333333335
2000,SUD,3,3,2,0,0.0,0.0,1,667.0,199,0.00042735042735042735,0.005025125628140704,0.08504273504273505,1.5,0,4.0,4.0,2.0,604.0,197.0,0.0005905802450908018,0.005076142131979695,0.11634430828288796,2.0
2004,SUD,4,4,1,0,0.0,0.0,1,669.0,201,0.0005830053927998834,0.004975124378109453,0.11718408395277656,4.0,0,3.0,3.0,2.0,667.0,199.0,0.00042735042735042735,0.005025125628140704,0.08504273504273505,1.5
2008,SUD,9,8,2,1,0.0,0.0,1,673.0,204,0.0011304224954076585,0.004901960784313725,0.23060618906316235,4.0,0,4.0,4.0,1.0,669.0,201.0,0.0005830053927998834,0.004975124378109453,0.11718408395277656,4.0
2012,SUD,6,5,2,0,1.0,1.0,0,670.0,204,0.0007147962830593281,0.004901960784313725,0.14581844174410294,2.5,0,9.0,8.0,2.0,673.0,204.0,0.0011304224954076585,0.004901960784313725,0.23060618906316235,4.0
2016,SUD,6,6,3,0,0.0,1.0,0,682.0,205,0.0008451894633046908,0.004878048780487805,0.17326383997746161,2.0,0,6.0,5.0,2.0,670.0,204.0,0.0007147962830593281,0.004901960784313725,0.14581844174410294,2.5
2020,SUD,5,5,4,0,0.0,1.0,0,761.0,205,0.0007287567409998542,0.004878048780487805,0.1493951319049701,1.25,0,6.0,6.0,3.0,682.0,205.0,0.0008451894633046908,0.004878048780487805,0.17326383997746161,2.0
2024,SUD,4,4,3,0,0.0,1.0,0,738.0,204,0.0006277463904582549,0.004901960784313725,0.128060263653484,1.3333333333333333,0,5.0,5.0,4.0,761.0,205.0,0.0007287567409998542,0.004878048780487805,0.1493951319049701,1.25
1896,SUI,3,5,2,3,,0.0,1,107.0,12,0.029585798816568046,0.08333333333333333,0.35502958579881655,2.5,0,,,,,,,,,
1900,SUI,18,14,4,9,3.0,3.0,0,236.0,31,0.034912718204488775,0.03225806451612903,1.082294264339152,3.5,0,3.0,5.0,2.0,107.0,12.0,0.029585798816568046,0.08333333333333333,0.35502958579881655,2.5
1904,SUI,3,4,2,3,9.0,12.0,0,224.0,15,0.0213903743315508,0.06666666666666667,0.32085561497326204,2.0,0,18.0,14.0,4.0,236.0,31.0,0.034912718204488775,0.03225806451612903,1.082294264339152,3.5
1908,SUI,1,1,1,0,3.0,15.0,0,267.0,22,0.0014771048744460858,0.045454545454545456,0.03249630723781389,1.0,0,3.0,4.0,2.0,224.0,15.0,0.0213903743315508,0.06666666666666667,0.32085561497326204,2.0
1912,SUI,1,1,1,0,0.0,15.0,0,236.0,27,0.0011001100110011,0.037037037037037035,0.0297029702970297,1.0,0,1.0,1.0,1.0,267.0,22.0,0.0014771048744460858,0.045454545454545456,0.03249630723781389,1.0
1920,SUI,77,45,13,11,0.0,15.0,0,363.0,29,0.03740648379052369,0.034482758620689655,1.084788029925187,3.4615384615384617,0,1.0,1.0,1.0,236.0,27.0,0.0011001100110011,0.037037037037037035,0.0297029702970297,1.0
1924,SUI,127,70,16,25,11.0,26.0,0,292.0,44,0.04326328800988875,0.022727272727272728,1.903584672435105,4.375,0,77.0,45.0,13.0,363.0,29.0,0.03740648379052369,0.034482758620689655,1.084788029925187,3.4615384615384617
1928,SUI,114,59,14,15,25.0,51.0,0,252.0,46,0.038511749347258484,0.021739130434782608,1.7715404699738904,4.214285714285714,0,127.0,70.0,16.0,292.0,44.0,0.04326328800988875,0.022727272727272728,1.903584672435105,4.375
1932,SUI,5,7,3,0,15.0,66.0,0,268.0,37,0.008,0.02702702702702703,0.296,2.3333333333333335,0,114.0,59.0,14.0,252.0,46.0,0.038511749347258484,0.021739130434782608,1.7715404699738904,4.214285714285714
1936,SUI,177,93,20,18,0.0,66.0,0,302.0,49,0.04514563106796116,0.02040816326530612,2.212135922330097,4.65,0,5.0,7.0,3.0,268.0,37.0,0.008,0.02702702702702703,0.296,2.3333333333333335
1948,SUI,171,86,18,20,18.0,84.0,0,312.0,59,0.03889642695612845,0.01694915254237288,2.2948891904115785,4.777777777777778,0,177.0,93.0,20.0,302.0,49.0,0.04514563106796116,0.02040816326530612,2.212135922330097,4.65
1952,SUI,157,96,17,14,20.0,104.0,0,338.0,69,0.03230148048452221,0.014492753623188406,2.2288021534320324,5.647058823529412,0,171.0,86.0,18.0,312.0,59.0,0.03889642695612845,0.01694915254237288,2.2948891904115785,4.777777777777778
1956,SUI,9,6,1,1,14.0,118.0,0,342.0,72,0.0027637033625057578,0.013888888888888888,0.19898664210041458,6.0,0,157.0,96.0,17.0,338.0,69.0,0.03230148048452221,0.014492753623188406,2.2288021534320324,5.647058823529412
1960,SUI,149,90,16,0,1.0,119.0,0,340.0,84,0.02673002673002673,0.011904761904761904,2.2453222453222454,5.625,0,9.0,6.0,1.0,342.0,72.0,0.0027637033625057578,0.013888888888888888,0.19898664210041458,6.0
1964,SUI,66,51,13,4,0.0,119.0,0,370.0,93,0.015784586815227482,0.010752688172043012,1.4679665738161558,3.923076923076923,0,149.0,90.0,16.0,340.0,84.0,0.02673002673002673,0.011904761904761904,2.2453222453222454,5.625
1968,SUI,85,68,12,5,4.0,123.0,0,386.0,112,0.018458197611292075,0.008928571428571428,2.0673181324647127,5.666666666666667,0,66.0,51.0,13.0,370.0,93.0,0.015784586815227482,0.010752688172043012,1.4679665738161558,3.923076923076923
1972,SUI,151,116,17,3,5.0,128.0,0,439.0,121,0.02629789163454999,0.008264462809917356,3.1820448877805485,6.823529411764706,0,85.0,68.0,12.0,386.0,112.0,0.018458197611292075,0.008928571428571428,2.0673181324647127,5.666666666666667
1976,SUI,50,41,12,4,3.0,131.0,0,444.0,92,0.010915867944621939,0.010869565217391304,1.0042598509052185,3.4166666666666665,0,151.0,116.0,17.0,439.0,121.0,0.02629789163454999,0.008264462809917356,3.1820448877805485,6.823529411764706
1980,SUI,73,45,10,2,4.0,135.0,0,454.0,80,0.014093329157532102,0.0125,1.127466332602568,4.5,0,50.0,41.0,12.0,444.0,92.0,0.010915867944621939,0.010869565217391304,1.0042598509052185,3.4166666666666665
1984,SUI,129,91,18,8,2.0,137.0,0,492.0,140,0.02025372802136657,0.007142857142857143,2.8355219229913198,5.055555555555555,0,73.0,45.0,10.0,454.0,80.0,0.014093329157532102,0.0125,1.127466332602568,4.5
1988,SUI,99,83,17,4,8.0,145.0,0,528.0,159,0.01438225610812684,0.006289308176100629,2.2867787211921673,4.882352941176471,0,129.0,91.0,18.0,492.0,140.0,0.02025372802136657,0.007142857142857143,2.8355219229913198,5.055555555555555
1992,SUI,102,80,17,1,4.0,149.0,0,573.0,168,0.012757136022962846,0.005952380952380952,2.143198851857758,4.705882352941177,0,99.0,83.0,17.0,528.0,159.0,0.01438225610812684,0.006289308176100629,2.2867787211921673,4.882352941176471
