Year,NOC,Squad_Size,Female_Ratio,NOC_Events_Entered,Sport_Diversity,Gold,Silver,Bronze,Total,Lagged_Total_Medals,Global_Unique_Sports,Global_Total_Events,Global_Nations_Count,Global_Actual_Medals_Awarded,Is_Host,Is_Prev_Host,Is_Next_Host,Medal_Share_Won,Event_Participation_Rate
1980,ROU,226,0.3274336283185841,135,20,6,6,13,25,27.0,30,454.0,80,631,0,0,0,0.0396196513470681,0.2973568281938326
1984,ROU,124,0.4274193548387097,86,13,20,16,17,53,25.0,32,492.0,140,688,0,0,0,0.0770348837209302,0.1747967479674796
1988,ROU,68,0.5294117647058824,59,10,7,11,6,24,53.0,34,528.0,159,739,0,0,0,0.0324763193504736,0.1117424242424242
1992,ROU,173,0.3930635838150289,128,18,4,6,8,18,24.0,37,573.0,168,815,0,0,0,0.0220858895705521,0.2233856893542757
1996,ROU,165,0.406060606060606,122,18,4,7,9,20,18.0,40,604.0,197,842,0,0,0,0.0237529691211401,0.2019867549668874
2000,ROU,145,0.5103448275862069,116,16,11,6,9,26,20.0,43,667.0,199,927,0,0,0,0.0280474649406688,0.1739130434782608
2004,ROU,108,0.5370370370370371,88,16,8,5,6,19,26.0,43,669.0,201,926,0,0,0,0.0205183585313174,0.1315396113602391
2008,ROU,101,0.6039603960396039,80,16,4,1,4,9,19.0,45,673.0,204,958,0,0,0,0.0093945720250521,0.1188707280832095
2012,ROU,105,0.4761904761904761,75,15,2,4,1,7,9.0,43,670.0,204,960,0,0,0,0.0072916666666666,0.1119402985074626
2016,ROU,95,0.6421052631578947,62,15,1,1,2,4,7.0,45,682.0,205,972,0,0,0,0.0041152263374485,0.0909090909090909
2021,ROU,104,0.4326923076923077,57,18,1,3,0,4,4.0,53,761.0,205,1080,0,0,0,0.0037037037037037,0.0749014454664914
2024,ROU,96,0.4895833333333333,57,18,3,4,2,9,4.0,51,738.0,204,1039,0,0,0,0.0086621751684311,0.0772357723577235
1908,RSA,14,0.0,15,4,1,1,0,2,0.0,28,267.0,22,324,0,0,0,0.0061728395061728,0.0561797752808988
1912,RSA,21,0.0,21,6,4,2,0,6,2.0,21,236.0,27,312,0,0,0,0.0192307692307692,0.0889830508474576
1920,RSA,39,0.0256410256410256,34,7,3,4,3,10,6.0,32,363.0,29,438,0,0,0,0.0228310502283105,0.09366391184573
1924,RSA,29,0.0,24,6,1,1,1,3,10.0,26,292.0,44,378,0,0,0,0.0079365079365079,0.0821917808219178
1928,RSA,24,0.25,25,7,1,0,2,3,3.0,23,252.0,46,327,0,0,0,0.0091743119266055,0.0992063492063492
1932,RSA,12,0.1666666666666666,18,4,0,0,0,0,3.0,23,268.0,37,370,0,0,0,0.0,0.0671641791044776
1936,RSA,25,0.0,24,5,0,1,0,1,0.0,28,302.0,49,422,0,0,0,0.0023696682464454,0.0794701986754966
1948,RSA,32,0.03125,30,9,2,1,1,4,1.0,26,312.0,59,411,0,0,0,0.0097323600973236,0.0961538461538461
1952,RSA,64,0.0625,59,13,2,4,4,10,4.0,26,338.0,69,459,0,0,0,0.0217864923747276,0.1745562130177514
1956,RSA,50,0.12,50,10,0,0,4,4,10.0,26,342.0,72,469,0,0,0,0.0085287846481876,0.1461988304093567
1960,RSA,55,0.0363636363636363,46,12,0,0,0,0,4.0,26,340.0,84,461,0,0,0,0.0,0.1352941176470588
1992,RSA,93,0.2688172043010752,87,19,0,2,0,2,0.0,37,573.0,168,815,0,0,0,0.0024539877300613,0.1518324607329843
1996,RSA,84,0.238095238095238,62,14,3,1,1,5,2.0,40,604.0,197,842,0,0,0,0.005938242280285,0.1026490066225165
2000,RSA,127,0.2992125984251969,68,17,0,2,3,5,5.0,43,667.0,199,927,0,0,0,0.0053937432578209,0.1019490254872563
2004,RSA,106,0.3773584905660377,68,20,1,3,2,6,5.0,43,669.0,201,926,0,0,0,0.0064794816414686,0.1016442451420029
2008,RSA,134,0.4402985074626865,89,20,0,1,0,1,6.0,45,673.0,204,958,0,0,0,0.0010438413361169,0.1322436849925705
2012,RSA,124,0.4516129032258064,65,17,4,1,1,6,1.0,43,670.0,204,960,0,0,0,0.00625,0.0970149253731343
2016,RSA,135,0.3111111111111111,70,15,2,6,2,10,6.0,45,682.0,205,972,0,0,0,0.0102880658436214,0.1026392961876832
2021,RSA,181,0.3425414364640884,73,23,1,2,0,3,10.0,53,761.0,205,1080,0,0,0,0.0027777777777777,0.0959264126149802
2024,RSA,141,0.4468085106382978,66,24,1,3,2,6,3.0,51,738.0,204,1039,0,0,0,0.0057747834456207,0.089430894308943
1908,RUS,6,0.0,7,3,0,0,0,0,0.0,28,267.0,22,324,0,0,0,0.0,0.0262172284644194
1912,RUS,158,0.0,61,14,0,0,0,0,0.0,21,236.0,27,312,0,0,0,0.0,0.2584745762711864
1996,RUS,389,0.403598971722365,212,25,26,21,16,63,0.0,40,604.0,197,842,0,0,0,0.0748218527315914,0.3509933774834437
2000,RUS,434,0.4470046082949309,238,30,32,28,29,89,63.0,43,667.0,199,927,0,0,0,0.0960086299892125,0.3568215892053973
2004,RUS,445,0.451685393258427,235,29,28,26,36,90,89.0,43,669.0,201,926,0,0,0,0.0971922246220302,0.351270553064275
2008,RUS,452,0.493362831858407,242,29,24,13,23,60,90.0,45,673.0,204,958,0,0,0,0.0626304801670146,0.3595839524517087
2012,RUS,427,0.5269320843091335,238,30,18,21,26,65,60.0,43,670.0,204,960,0,0,0,0.0677083333333333,0.3552238805970149
2016,RUS,284,0.5,181,29,19,17,20,56,65.0,45,682.0,205,972,0,0,0,0.0576131687242798,0.2653958944281525
2021,RUS,341,0.5601173020527859,202,38,20,28,23,71,56.0,53,761.0,205,1080,0,0,0,0.0657407407407407,0.2654402102496714
1988,RWA,6,0.5,7,1,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0132575757575757
1992,RWA,10,0.3,8,2,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0139616055846422
1996,RWA,4,0.0,4,1,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0066225165562913
2000,RWA,5,0.4,5,2,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0074962518740629
2004,RWA,5,0.4,5,2,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.007473841554559
2008,RWA,4,0.5,4,2,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0059435364041604
2012,RWA,7,0.2857142857142857,7,4,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0104477611940298
2016,RWA,7,0.4285714285714285,7,3,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0102639296187683
2021,RWA,5,0.4,5,3,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0065703022339027
2024,RWA,7,0.5714285714285714,8,4,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.010840108401084
1988,SAM,11,0.0,11,4,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0208333333333333
1992,SAM,5,0.0,5,2,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0087260034904013
1996,SAM,5,0.2,5,3,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0082781456953642
2000,SAM,5,0.2,5,5,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0074962518740629
2004,SAM,3,0.3333333333333333,3,2,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0044843049327354
2008,SAM,6,0.3333333333333333,7,5,0,1,0,1,0.0,45,673.0,204,958,0,0,0,0.0010438413361169,0.0104011887072808
2012,SAM,8,0.375,9,6,0,0,0,0,1.0,43,670.0,204,960,0,0,0,0.0,0.0134328358208955
2016,SAM,8,0.375,9,5,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0131964809384164
2021,SAM,8,0.125,11,5,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.014454664914586
2024,SAM,24,0.1666666666666666,13,9,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.0176151761517615
2000,SCG,109,0.1559633027522936,50,14,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0749625187406296
2004,SCG,85,0.0823529411764705,39,14,0,2,0,2,0.0,43,669.0,201,926,0,0,0,0.0021598272138228,0.0582959641255605
1968,SEN,21,0.0,9,2,0,0,0,0,0.0,27,386.0,112,527,0,0,0,0.0,0.0233160621761658
1972,SEN,38,0.0,23,5,0,0,0,0,0.0,31,439.0,121,600,0,0,0,0.0,0.0523917995444191
1976,SEN,21,0.0952380952380952,27,4,0,0,0,0,0.0,30,444.0,92,613,0,0,0,0.0,0.0608108108108108
1980,SEN,32,0.0625,22,4,0,0,0,0,0.0,30,454.0,80,631,0,0,0,0.0,0.0484581497797356
1984,SEN,24,0.0416666666666666,21,5,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.0426829268292682
1988,SEN,23,0.0434782608695652,23,4,0,1,0,1,0.0,34,528.0,159,739,0,0,0,0.0013531799729364,0.043560606060606
1992,SEN,20,0.1,20,4,0,0,0,0,1.0,37,573.0,168,815,0,0,0,0.0,0.0349040139616055
1996,SEN,11,0.0,8,3,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0132450331125827
2000,SEN,26,0.7307692307692307,15,6,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0224887556221889
2004,SEN,15,0.6,17,6,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0254110612855007
2008,SEN,15,0.4666666666666667,16,7,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0237741456166419
2012,SEN,31,0.2258064516129032,16,8,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0238805970149253
2016,SEN,22,0.7272727272727273,11,8,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0161290322580645
2021,SEN,9,0.3333333333333333,9,8,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0118265440210249
2024,SEN,11,0.3636363636363636,13,8,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.0176151761517615
1984,SEY,9,0.1111111111111111,15,2,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.0304878048780487
1992,SEY,11,0.0909090909090909,18,4,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.031413612565445
1996,SEY,9,0.1111111111111111,9,5,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0149006622516556
2000,SEY,9,0.3333333333333333,9,5,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0134932533733133
2004,SEY,9,0.2222222222222222,10,7,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.014947683109118
2008,SEY,9,0.3333333333333333,9,6,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.013372956909361
2012,SEY,6,0.3333333333333333,6,4,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.008955223880597
2016,SEY,10,0.2,10,6,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0146627565982404
2021,SEY,5,0.2,6,4,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0078843626806833
2024,SEY,3,0.3333333333333333,3,2,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.0040650406504065
1952,SGP,5,0.2,7,3,0,0,0,0,0.0,26,338.0,69,459,0,0,0,0.0,0.0207100591715976
1956,SGP,48,0.0416666666666666,13,6,0,0,0,0,0.0,26,342.0,72,469,0,0,0,0.0,0.0380116959064327
1960,SGP,5,0.0,3,3,0,0,0,0,0.0,26,340.0,84,461,0,0,0,0.0,0.0088235294117647
1968,SGP,4,0.0,6,3,0,0,0,0,0.0,27,386.0,112,527,0,0,0,0.0,0.0155440414507772
1972,SGP,7,0.2857142857142857,12,3,0,0,0,0,0.0,31,439.0,121,600,0,0,0,0.0,0.0273348519362186
1976,SGP,4,0.25,4,4,0,0,0,0,0.0,30,444.0,92,613,0,0,0,0.0,0.009009009009009
1984,SGP,5,0.0,7,2,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.0142276422764227
1988,SGP,8,0.125,16,3,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0303030303030303
1992,SGP,14,0.2142857142857142,26,6,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0453752181500872
1996,SGP,13,0.3846153846153846,27,6,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0447019867549668
2000,SGP,14,0.4285714285714285,20,4,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0299850074962518
2004,SGP,16,0.625,16,6,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0239162929745889
2008,SGP,25,0.56,25,6,0,1,0,1,0.0,45,673.0,204,958,0,0,0,0.0010438413361169,0.0371471025260029
2012,SGP,23,0.6521739130434783,29,9,0,0,2,2,1.0,43,670.0,204,960,0,0,0,0.0020833333333333,0.0432835820895522
2016,SGP,24,0.6666666666666666,24,7,1,0,0,1,2.0,45,682.0,205,972,0,0,0,0.0010288065843621,0.0351906158357771
2021,SGP,22,0.7727272727272727,23,12,0,0,0,0,1.0,53,761.0,205,1080,0,0,0,0.0,0.0302233902759526
2024,SGP,23,0.6956521739130435,24,11,0,0,1,1,0.0,51,738.0,204,1039,0,0,0,0.0009624639076034,0.032520325203252
2000,SKN,2,0.5,4,1,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0059970014992503
2004,SKN,2,0.5,2,1,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0029895366218236
2008,SKN,4,0.75,5,1,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0074294205052005
2012,SKN,4,0.0,3,1,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0044776119402985
2016,SKN,6,0.1666666666666666,4,1,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0058651026392961
2021,SKN,2,0.5,2,1,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0026281208935611
2024,SKN,3,0.3333333333333333,3,2,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.0040650406504065
1980,SLE,14,0.1428571428571428,16,2,0,0,0,0,0.0,30,454.0,80,631,0,0,0,0.0,0.0352422907488986
1984,SLE,7,0.1428571428571428,6,2,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.0121951219512195
1988,SLE,12,0.0833333333333333,14,4,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0265151515151515
1992,SLE,11,0.1818181818181818,12,1,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0209424083769633
1996,SLE,14,0.2857142857142857,10,3,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0165562913907284
2000,SLE,3,0.3333333333333333,3,2,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0044977511244377
2004,SLE,2,0.5,2,1,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0029895366218236
2008,SLE,3,0.3333333333333333,3,2,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0044576523031203
2012,SLE,2,0.5,2,1,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0029850746268656
2016,SLE,4,0.5,4,2,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0058651026392961
2021,SLE,4,0.5,4,3,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0052562417871222
2024,SLE,4,0.75,4,3,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.005420054200542
1996,SLO,37,0.3243243243243243,34,8,0,2,0,2,2.0,40,604.0,197,842,0,0,0,0.002375296912114,0.0562913907284768
2000,SLO,74,0.2567567567567567,53,13,2,0,0,2,2.0,43,667.0,199,927,0,0,0,0.0021574973031283,0.0794602698650674
2004,SLO,79,0.2911392405063291,66,10,0,1,3,4,2.0,43,669.0,201,926,0,0,0,0.0043196544276457,0.0986547085201793
2008,SLO,61,0.3442622950819672,60,11,1,2,2,5,4.0,45,673.0,204,958,0,0,0,0.0052192066805845,0.0891530460624071
2012,SLO,65,0.5692307692307692,68,15,1,1,2,4,5.0,43,670.0,204,960,0,0,0,0.0041666666666666,0.1014925373134328
2016,SLO,63,0.3809523809523809,45,12,1,2,1,4,4.0,45,682.0,205,972,0,0,0,0.0041152263374485,0.0659824046920821
2021,SLO,53,0.4716981132075472,43,17,3,1,1,5,4.0,53,761.0,205,1080,0,0,0,0.0046296296296296,0.0565045992115637
2024,SLO,94,0.5,54,17,2,1,0,3,5.0,51,738.0,204,1039,0,0,0,0.0028873917228103,0.073170731707317
1968,SMR,4,0.0,2,2,0,0,0,0,0.0,27,386.0,112,527,0,0,0,0.0,0.005181347150259
1972,SMR,7,0.0,4,2,0,0,0,0,0.0,31,439.0,121,600,0,0,0,0.0,0.0091116173120728
1976,SMR,10,0.2,7,3,0,0,0,0,0.0,30,444.0,92,613,0,0,0,0.0,0.0157657657657657
1980,SMR,16,0.0,10,5,0,0,0,0,0.0,30,454.0,80,631,0,0,0,0.0,0.0220264317180616
1984,SMR,19,0.0526315789473684,26,7,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.0528455284552845
1988,SMR,11,0.0,12,6,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0227272727272727
1992,SMR,17,0.0588235294117647,15,7,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0261780104712041
1996,SMR,7,0.1428571428571428,7,6,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0115894039735099
2000,SMR,4,0.25,4,3,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0059970014992503
2004,SMR,5,0.2,5,3,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.007473841554559
2008,SMR,4,0.5,4,3,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0059435364041604
2012,SMR,4,0.75,4,4,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0059701492537313
2016,SMR,4,0.5,3,2,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0043988269794721
2021,SMR,5,0.4,7,4,0,1,2,3,0.0,53,761.0,205,1080,0,0,0,0.0027777777777777,0.0091984231274638
2024,SMR,5,0.6,5,5,0,0,0,0,3.0,51,738.0,204,1039,0,0,0,0.0,0.0067750677506775
1988,SOL,4,0.0,5,4,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0094696969696969
1992,SOL,1,0.0,1,1,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0017452006980802
1996,SOL,4,0.25,4,2,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0066225165562913
2000,SOL,2,0.5,2,1,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0029985007496251
2004,SOL,2,0.5,2,1,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0029895366218236
2008,SOL,3,0.6666666666666666,3,2,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0044576523031203
2012,SOL,4,0.5,4,3,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0059701492537313
2016,SOL,3,0.6666666666666666,3,2,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0043988269794721
2021,SOL,3,0.6666666666666666,3,3,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0039421813403416
2024,SOL,2,1.0,2,2,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.002710027100271
1984,SOM,7,0.0,6,1,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.0121951219512195
1988,SOM,5,0.0,4,1,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0075757575757575
1996,SOM,4,0.0,4,1,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0066225165562913
2000,SOM,2,0.5,2,1,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0029985007496251
2004,SOM,2,0.5,2,1,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0029895366218236
2008,SOM,2,0.5,2,1,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0029717682020802
2012,SOM,2,0.5,2,1,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0029850746268656
2016,SOM,2,0.5,2,1,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.002932551319648
2021,SOM,2,0.5,2,2,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0026281208935611
2024,SOM,1,0.0,1,1,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.0013550135501355
2008,SRB,87,0.2758620689655172,42,11,0,1,2,3,0.0,45,673.0,204,958,0,0,0,0.0031315240083507,0.0624071322436849
2012,SRB,116,0.3103448275862069,55,15,1,1,2,4,3.0,43,670.0,204,960,0,0,0,0.0041666666666666,0.0820895522388059
2016,SRB,103,0.4368932038834951,56,14,2,4,2,8,4.0,45,682.0,205,972,0,0,0,0.0082304526748971,0.0821114369501466
2021,SRB,87,0.5057471264367817,47,16,3,1,5,9,8.0,53,761.0,205,1080,0,0,0,0.0083333333333333,0.0617608409986859
2024,SRB,114,0.3859649122807017,47,16,3,1,1,5,9.0,51,738.0,204,1039,0,0,0,0.0048123195380173,0.0636856368563685
1952,SRI,5,0.0,7,4,0,0,0,0,0.0,26,338.0,69,459,0,0,0,0.0,0.0207100591715976
1956,SRI,3,0.0,3,2,0,0,0,0,0.0,26,342.0,72,469,0,0,0,0.0,0.0087719298245614
1960,SRI,5,0.0,5,4,0,0,0,0,0.0,26,340.0,84,461,0,0,0,0.0,0.0147058823529411
1964,SRI,6,0.0,6,4,0,0,0,0,0.0,28,370.0,93,504,0,0,0,0.0,0.0162162162162162
1968,SRI,3,0.0,3,3,0,0,0,0,0.0,27,386.0,112,527,0,0,0,0.0,0.0077720207253886
1972,SRI,4,0.0,6,2,0,0,0,0,0.0,31,439.0,121,600,0,0,0,0.0,0.0136674259681093
1980,SRI,4,0.0,1,1,0,0,0,0,0.0,30,454.0,80,631,0,0,0,0.0,0.0022026431718061
1984,SRI,4,0.0,5,3,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.0101626016260162
1988,SRI,6,0.3333333333333333,9,3,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0170454545454545
1992,SRI,11,0.5454545454545454,16,5,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0279232111692844
1996,SRI,9,0.4444444444444444,9,3,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0149006622516556
2000,SRI,18,0.5,16,4,0,1,0,1,0.0,43,667.0,199,927,0,0,0,0.0010787486515641,0.0239880059970015
2004,SRI,7,0.4285714285714285,8,3,0,0,0,0,1.0,43,669.0,201,926,0,0,0,0.0,0.0119581464872944
2008,SRI,8,0.5,9,6,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.013372956909361
2012,SRI,7,0.4285714285714285,8,4,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0119402985074626
2016,SRI,9,0.2222222222222222,10,6,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0146627565982404
2021,SRI,9,0.5555555555555556,13,7,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0170827858081471
2024,SRI,6,0.5,6,3,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.008130081300813
2021,SSD,2,0.5,2,1,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0026281208935611
2024,SSD,14,0.0714285714285714,3,2,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.0040650406504065
2000,STP,2,0.5,2,1,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0029985007496251
2004,STP,2,0.5,2,1,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0029895366218236
2008,STP,3,0.3333333333333333,4,2,0,0,0,0,0.0,45,673.0,204,958,0,0,0,0.0,0.0059435364041604
2012,STP,2,0.5,2,1,0,0,0,0,0.0,43,670.0,204,960,0,0,0,0.0,0.0029850746268656
2016,STP,3,0.3333333333333333,3,2,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0043988269794721
2021,STP,3,0.3333333333333333,3,2,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0039421813403416
2024,STP,3,0.6666666666666666,3,3,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.0040650406504065
1968,SUD,5,0.0,7,2,0,0,0,0,0.0,27,386.0,112,527,0,0,0,0.0,0.0181347150259067
1972,SUD,26,0.0,15,4,0,0,0,0,0.0,31,439.0,121,600,0,0,0,0.0,0.0341685649202733
1984,SUD,7,0.0,9,2,0,0,0,0,0.0,32,492.0,140,688,0,0,0,0.0,0.0182926829268292
1988,SUD,8,0.0,8,2,0,0,0,0,0.0,34,528.0,159,739,0,0,0,0.0,0.0151515151515151
1992,SUD,6,0.0,7,3,0,0,0,0,0.0,37,573.0,168,815,0,0,0,0.0,0.0122164048865619
1996,SUD,4,0.0,4,2,0,0,0,0,0.0,40,604.0,197,842,0,0,0,0.0,0.0066225165562913
2000,SUD,3,0.3333333333333333,3,2,0,0,0,0,0.0,43,667.0,199,927,0,0,0,0.0,0.0044977511244377
2004,SUD,4,0.25,4,1,0,0,0,0,0.0,43,669.0,201,926,0,0,0,0.0,0.0059790732436472
2008,SUD,9,0.4444444444444444,8,2,0,1,0,1,0.0,45,673.0,204,958,0,0,0,0.0010438413361169,0.0118870728083209
2012,SUD,6,0.3333333333333333,5,2,0,0,0,0,1.0,43,670.0,204,960,0,0,0,0.0,0.0074626865671641
2016,SUD,6,0.3333333333333333,6,3,0,0,0,0,0.0,45,682.0,205,972,0,0,0,0.0,0.0087976539589442
2021,SUD,5,0.4,5,4,0,0,0,0,0.0,53,761.0,205,1080,0,0,0,0.0,0.0065703022339027
2024,SUD,4,0.25,4,3,0,0,0,0,0.0,51,738.0,204,1039,0,0,0,0.0,0.005420054200542
1900,SUI,18,0.0555555555555555,14,4,6,2,1,9,3.0,25,236.0,31,284,0,0,0,0.0316901408450704,0.059322033898305
1904,SUI,3,0.0,4,2,1,0,2,3,9.0,21,224.0,15,280,0,0,0,0.0107142857142857,0.0178571428571428
1908,SUI,1,0.0,1,1,0,0,0,0,3.0,28,267.0,22,324,0,0,0,0.0,0.0037453183520599
1912,SUI,1,0.0,1,1,0,0,0,0,0.0,21,236.0,27,312,0,0,0,0.0,0.0042372881355932
1920,SUI,77,0.0,45,13,2,2,7,11,0.0,32,363.0,29,438,0,0,0,0.0251141552511415,0.1239669421487603
1924,SUI,127,0.0314960629921259,70,16,7,8,10,25,11.0,26,292.0,44,378,0,0,0,0.0661375661375661,0.2397260273972602
1928,SUI,114,0.0087719298245614,59,14,7,4,4,15,25.0,23,252.0,46,327,0,0,0,0.0458715596330275,0.2341269841269841
1932,SUI,5,0.0,7,3,0,0,0,0,15.0,23,268.0,37,370,0,0,0,0.0,0.0261194029850746
1936,SUI,177,0.0338983050847457,93,20,4,9,5,18,0.0,28,302.0,49,422,0,0,0,0.0426540284360189,0.3079470198675497
1948,SUI,171,0.0350877192982456,86,18,5,10,5,20,18.0,26,312.0,59,411,0,0,0,0.048661800486618,0.2756410256410256
1952,SUI,157,0.0573248407643312,96,17,2,6,6,14,20.0,26,338.0,69,459,0,0,0,0.0305010893246187,0.2840236686390532
